source_idx,source_name,era_journal_name,harzing_journal_name,wos_journal_name,n_refs,n_exogenous,frac_exogenous
149146142,International Journal of Innovation and Technology Management,International Journal of Innovation and Technology Management,,International Journal of Innovation and Technology Management,46158,21550,0.4669
2165841,International Finance,International Finance,,International Finance,9915,4632,0.4672
4210202595,International Journal of Financial Engineering,,,International Journal of Financial Engineering,10769,5037,0.4677
180492355,Public Finance Review,,Public Finance Review,PUBLIC FINANCE REVIEW,14635,6851,0.4681
178563901,Society and Business Review,Society and Business Review,,Society and Business Review,19005,8899,0.4682
140551370,Cornell Hospitality Quarterly,Cornell Hospitality Quarterly,,Cornell Hospitality Quarterly,29186,13686,0.4689
4394736890,International Real Estate Review,International Real Estate Review,,International Real Estate Review,6845,3210,0.469
131077017,International Journal of Behavioural Accounting and Finance,International Journal of Behavioural Accounting and Finance,,,2112,991,0.4692
84664706,Personnel Psychology,,Personnel Psychology,PERSONNEL PSYCHOLOGY,43885,20595,0.4693
65528657,Journal of Regional Science,,Journal of Regional Science,JOURNAL OF REGIONAL SCIENCE,33216,15602,0.4697
121321708,Transportation Journal,Transportation Journal,,TRANSPORTATION JOURNAL,14235,6691,0.47
42192170,International Tax and Public Finance,International Tax and Public Finance,International Tax and Public Finance,INTERNATIONAL TAX AND PUBLIC FINANCE,29749,13984,0.4701
4210193400,Economic Change and Restructuring,"Economic Change and Restructuring: an international journal devoted to the study of comparative economics, planning and development",Economic Change and Restructuring,Economic Change and Restructuring,34463,16207,0.4703
112983894,Portuguese Economic Journal,Portuguese Economic Journal,,Portuguese Economic Journal,7637,3592,0.4703
66524056,Journal of Business Economics and Management,,,Journal of Business Economics and Management,46471,21862,0.4704
3034727917,Financial Innovation,Financial Innovation,,Financial Innovation,37304,17549,0.4704
139232146,Personnel Review,,Personnel Review,PERSONNEL REVIEW,85442,40224,0.4708
4306508649,Journal of Industrial and Business Economics,Economia e Politica Industriale,,Journal of Industrial and Business Economics,18661,8792,0.4711
163499366,Review of Economic Dynamics,Review of Economic Dynamics,Review of Economic Dynamics,REVIEW OF ECONOMIC DYNAMICS,35494,16745,0.4718
4394735606,International Journal of Management and Economics,,,International Journal of Management and Economics,5104,2416,0.4734
153861934,Journal of Marketing Education,Journal of Marketing Education,Journal of Marketing Education,,16415,7772,0.4735
2764581894,Southern African Journal of Accountability and Auditing Research,Southern African Journal of Accountability and Auditing Research,,Southern African Journal of Accountability and Auditing Research-SAJAAR,1528,724,0.4738
4210181162,Journal of Service Management Research,Journal of Service Management Research,,,1745,828,0.4745
45372229,World Economy,The World Economy,World Economy,WORLD ECONOMY,71297,33890,0.4753
2764833774,Accounting History Review,Accounting History Review,Accounting History Review,Accounting History Review,9289,4415,0.4753
4210219434,South African Journal of Accounting Research,South African Journal of Accounting Research,,South African Journal of Accounting Research,6072,2889,0.4758
46763546,Academy of Management Review,Academy of Management Review,Academy of Management Review,ACADEMY OF MANAGEMENT REVIEW,72678,34608,0.4762
4210221741,Organizations and Markets in Emerging Economies,Organizations and Markets in Emerging Economies,,Organizations and Markets in Emerging Economies,11254,5362,0.4765
41393910,Behavioral Research in Accounting,Behavioral Research in Accounting,Behavioral Research in Accounting,Behavioral Research in Accounting,13795,6576,0.4767
149131268,Journal of Economic Theory,Journal of Economic Theory,Journal of Economic Theory,JOURNAL OF ECONOMIC THEORY,70894,33805,0.4768
102624508,The Learning Organization,The Learning Organization: the international journal of knowledge and organizational learning management,,Learning Organization,25610,12214,0.4769
4210203263,Asian Journal of Accounting and Governance,,,Asian Journal of Accounting and Governance,8193,3909,0.4771
36178057,Economics Letters,Economics Letters,Economics Letters,ECONOMICS LETTERS,96820,46204,0.4772
19358283,International Journal of Advertising,International Journal of Advertising,International Journal of Advertising,International Journal of Advertising,47528,22685,0.4773
165253824,Scandinavian Journal of Economics,Scandinavian Journal of Economics,Scandinavian Journal of Economics,SCANDINAVIAN JOURNAL OF ECONOMICS,28376,13558,0.4778
207627288,International Journal of Integrated Supply Management,International Journal of Integrated Supply Management,,,3006,1437,0.478
58879488,Journal of Financial Regulation and Compliance,Journal of Financial Regulation and Compliance,,Journal of Financial Regulation and Compliance,14628,6993,0.4781
119950638,Journal of Marketing Research,Journal of Marketing Research,Journal of Marketing Research,JOURNAL OF MARKETING RESEARCH,54119,25877,0.4782
3416249,Review of Industrial Organization,Review of Industrial Organization,Review of Industrial Organization,REVIEW OF INDUSTRIAL ORGANIZATION,22213,10623,0.4782
4210191553,Journal of Law Finance and Accounting,,,Journal of Law Finance and Accounting,916,438,0.4782
2898603574,RAUSP Management Journal,,,RAUSP Management Journal,9676,4633,0.4788
61350954,Journal of Advances in Management Research,Journal of Advances in Management Research,,Journal of Advances in Management Research,24326,11657,0.4792
25235501,Journal of Retailing and Consumer Services,Journal of Retailing and Consumer Services,Journal of Retailing and Consumer Services,Journal of Retailing and Consumer Services,262802,125947,0.4792
206364101,Economic Notes,Economic Notes,,Economic Notes,9416,4513,0.4793
2764403712,International Journal of Business Research,International Journal of Business Research,,,577,277,0.4801
20489460,Benchmarking An International Journal,Benchmarking: an international journal,,Benchmarking-An International Journal,128151,61561,0.4804
187151359,International Journal of Economics and Business Research,International Journal of Economics and Business Research,,,6657,3199,0.4805
95464858,Econometrica,Econometrica: journal of the Econometric Society,Econometrica,ECONOMETRICA,38860,18677,0.4806
7161550,Spatial Economic Analysis,,,Spatial Economic Analysis,18108,8703,0.4806
41930762,Japanese Economic Review,Japanese Economic Review,,JAPANESE ECONOMIC REVIEW,13770,6625,0.4811
148909191,Marketing Letters,Marketing Letters,Marketing Letters,MARKETING LETTERS,23122,11131,0.4814
4210217951,Journal of risk and financial management,Journal of Risk and Financial Management,,,148829,71691,0.4817
149050951,Journal of Chinese Economic and Business Studies,Journal of Chinese Economics and Business Studies,,Journal of Chinese Economic and Business Studies,13454,6484,0.4819
4210206464,International journal of organizational analysis,International Journal of Organizational Analysis,,International Journal of Organizational Analysis,74601,35958,0.482
178202027,International Journal of Services and Operations Management,International Journal of Services and Operations Management,,,14926,7199,0.4823
113497174,Human Resource Management Journal,,Human Resource Management Journal,Human Resource Management Journal,37085,17887,0.4823
998097505,The Journal of Law and Economics,The Journal of Law and Economics,Journal of Law and Economics,JOURNAL OF LAW & ECONOMICS,17252,8325,0.4826
2764865913,Economics and Business Letters,,,Economics and Business Letters,7221,3485,0.4826
48661868,China & World Economy,China and World Economy,,China & World Economy,16470,7951,0.4828
158011328,American Economic Journal Economic Policy,American Economic Journal: Economic Policy,American Economic Journal: Economic Policy,American Economic Journal-Economic Policy,28912,13966,0.4831
198892436,Accounting Organizations and Society,"Accounting, Organizations and Society","Accounting, Organizations and Society",ACCOUNTING ORGANIZATIONS AND SOCIETY,46536,22503,0.4836
148189957,Journal of Management History,,Journal of Management History,Journal of Management History,21741,10516,0.4837
2764984469,Central bank review,Central Bank Review,,Central Bank Review,796,385,0.4837
52048951,International Journal of Business and Globalisation,International Journal of Business and Globalisation,,,9949,4820,0.4845
4210189494,Applied Finance Letters,Applied Finance Letters,,,3736,1811,0.4847
158451771,Journal of Marketing Communications,Journal of Marketing Communications,Journal of Marketing Communications,Journal of Marketing Communications,38583,18718,0.4851
127708089,Journal of Economic Literature,Journal of Economic Literature,Journal of Economic Literature,JOURNAL OF ECONOMIC LITERATURE,44543,21617,0.4853
28881989,International Journal of Financial Markets and Derivatives,International Journal of Financial Markets and Derivatives,,,1294,628,0.4853
2764875035,Journal of Entrepreneurship and Public Policy,,,Journal of Entrepreneurship and Public Policy,14853,7209,0.4854
116662517,Asian Economic Journal,Asian Economic Journal,,Asian Economic Journal,7880,3829,0.4859
4210194336,Accounting and Management Information Systems,Journal of Accounting and Management Information Systems,,,7534,3663,0.4862
202934171,Journal of Mathematical Economics,Journal of Mathematical Economics,Journal of Mathematical Economics,JOURNAL OF MATHEMATICAL ECONOMICS,38334,18646,0.4864
2764905064,Multinational Finance Journal,Multinational Finance Journal,,,3438,1673,0.4866
2913204857,Journal of Business Economics,Zeitschrift fuer Betriebswirtschaft,Journal of Business Economics,,49185,23954,0.487
983446,Business Strategy Series,Journal of Behavioral Strategy,,,2997,1460,0.4872
2765024836,Vision The Journal of Business Perspective,,,Vision-The Journal of Business Perspective,38121,18589,0.4876
4210195249,International Journal of Strategic Management,International Journal of Strategic Management,,,205,100,0.4878
4210195452,FIIB Business Review,,,FIIB Business Review,23673,11558,0.4882
4210210868,Revue internationale P M E Économie et gestion de la petite et moyenne entreprise,,,Revue Internationale PME,26908,13136,0.4882
88935262,The Review of Economic Studies,The Review of Economic Studies,Review of Economic Studies,REVIEW OF ECONOMIC STUDIES,59285,28951,0.4883
